-998093224;-944482422;116403818;-320387316;390167952;-0.16006494;-840940094;304650116;399595308;-404965353;-303024197;0.95547009;-0.97080708;154853952;-419291592;-172853875;-442404175;-253091908;0.25873107;282556343;114650488;134148288;0.15125774;122209358;-153325963;-0.05964195;125881648;-143978536;-147232199;-0.19471085;-339501238;276403236;-131086183;0.40844524;0.20918870;-119498944;-129767537;-0.50215250;117774010;-0.78928256;0.33011103;-0.32946056;137595844;-135851300;0.34916842;-0.98034352;0.91089576;-0.08740926;-187445974;-0.96048111;0.53298056;-0.28075421;0.86604905;0.66462123;167318904;-0.36224318;-0.55696440;-234947896;-107855523;-0.97263944;-0.83348137;-0.72315192;105349910;0.52537763
-1096970272;-464054394;272086167;-0.02542442;107723773;276260066;-885029125;146509421;0.98815870;0.55307472;-403798389;206839895;-0.96866941;0.94839287;-275193405;-300611067;388656497;-0.53573823;224550033;390872002;-304190850;0.49684221;176628399;261932325;192206490;0.47759062;214515066;-0.63657165;-195204353;0.70532477;-0.92035329;0.68091989;-118409228;-0.30423170;-104994321;148385262;0.08279848;0.23193800;0.54518640;-128841591;-143718743;0.12542173;156811857;-0.24532075;124311268;102586043;-0.37099522;-0.51997590;-101364076;0.95014095;-0.38062024;-0.98062825;-0.05016685;-0.01325798;0.40297776;-0.46675271;0.31096578;0.52798218;0.10464728;-107091260;0.28102022;-0.13415653;130836546;-0.44018802
-554265928;-1024224091;639905691;-396731877;319580221;0.70387310;-807141972;-687692070;160403943;-636160994;-0.81606317;129036164;425531006;-0.06111441;204598141;161552715;-133468962;-0.46657443;-247776961;442620945;-0.87110162;0.96545798;477238941;0.12599897;-266502953;216043425;197053492;-182466733;0.58823538;-0.18536830;-446219969;0.38301778;147152686;-0.27488118;-0.39143062;-246255064;-0.69391000;0.26635671;0.37706161;-0.70866090;-0.92571741;146196926;166375375;0.58724785;0.40136385;-0.53448641;0.25101689;-129468036;0.16956234;0.90800226;-0.49653143;194349921;147996378;123583817;-0.32857496;-0.24684203;-0.12189436;-139322484;-103657222;-166942215;-0.03277473;-0.80978990;0.20297277;-0.52551258
-892590714;-740906668;768449306;-267352057;351503897;454190731;-833833694;-671726799;-199087381;-0.88928080;0.06980920;0.51575661;159764445;-0.02284138;-155911684;178995371;0.08727348;-133073473;-0.76850384;414476395;-327770543;-0.67003864;376960969;-145060551;0.00917703;-0.25956208;235402584;-141063190;113333726;-0.74547338;-0.99505413;-181941414;0.14674212;-0.18007094;0.13636231;-164419925;-199454880;-108724189;0.15260601;-0.78962570;-0.34810287;-0.10632212;175708401;0.56845504;0.03328931;0.49153817;0.27595630;-186351752;0.74221921;132724583;-306628585;-0.95243084;178899562;-0.89878798;-0.54288441;-151691067;0.17461586;-105523527;0.55755359;0.81179559;0.20218955;0.20109653;111405730;-0.35179168
-1111407471;-800470257;582900620;-390663338;206032419;-0.58559155;-1016484356;-516576481;166728187;-265117240;-100535727;182423878;0.38659841;272139502;-0.20834684;151754570;-0.67125428;123065782;-245872951;234945965;-179378796;-132119989;301677966;-0.99197900;-142838383;141455626;255663443;-158317769;-0.19267750;202134895;-168578136;-160784161;-0.05242826;-0.76250321;-0.31769085;-0.51167941;-221568179;0.30380487;0.61484861;-0.35491592;-168919587;0.81613749;113845015;0.25082272;0.23556209;0.97513759;129662549;-100399709;-122444057;110405707;-182416010;0.82405627;189219308;-197218752;-148805022;0.08717638;-141554689;-146952355;-0.51793051;0.42788661;0.55415481;-0.59628767;0.32394338;105164969
-1007490253;-822601509;0.01226276;-157154810;0.71112204;-132168698;-966190910;-0.50705683;373650312;-442531872;-159844875;130363417;107913888;118924248;-434289455;-314782238;0.64169383;0.80445945;158546031;223633575;-195777202;-308723640;-135152066;153690577;0.22599810;0.31555712;126172137;-127009964;-257640839;-0.41521496;164585257;199984121;-269770670;0.20464069;-0.56389463;0.53919429;-149256027;-0.18657595;192233098;-105180073;0.18530583;124124122;0.95796865;122918987;0.13255799;0.48977244;-123611856;-0.99913454;-101202130;0.66258454;-105823398;-135108697;162069058;-0.25785756;108506215;118567812;-201824856;-216242599;-0.17141905;-0.20161170;0.72964084;-0.49831340;-0.52236348;110648799
-637278891;-462657452;-197161436;-0.64547765;131876409;194877052;-1125058937;-0.18452883;-0.68032265;-428540850;-391966152;256265259;0.79864836;320587087;-219608593;-313356304;-0.04701996;0.52780867;316389084;429957771;-0.68564284;176452136;-0.25534126;151342106;0.88001108;-0.23214018;310872507;-315733218;-265456963;0.66012025;-0.17628396;-0.32272077;0.44379437;-0.79866320;144178545;108089530;-0.45649743;-167963481;0.65792799;0.47843522;-0.31091577;0.59941262;161723375;-0.07885449;-0.64057481;0.78070784;0.67045218;-122681904;-142356300;-100297999;0.44780976;-184367990;202498817;0.22906172;-0.97336727;164765668;-0.15915561;0.07817964;0.77275985;-138248610;0.19650595;0.38656187;-0.94365150;-0.33206242
-1323609447;-1041151810;941302872;-301640940;222933578;0.35847914;-423205090;-0.49017406;0.40246677;277386308;-334169245;-122839761;-0.19373500;148982906;-226856184;224106312;-491630697;0.18330085;-0.21301277;0.45779538;-238709784;-0.03188246;107923079;100359106;-100208759;-0.41514942;138503635;-0.52389061;-0.50423622;0.80706346;-0.40973532;0.97309494;-115068245;0.71222758;0.02642536;0.30594638;0.90270138;-0.10900456;-0.57570827;-133799410;-170381355;-0.52636409;0.77660203;-152617526;166582680;0.28475568;0.28511560;-0.21100402;-157910371;0.26585126;-0.27293587;130187452;-0.05693126;-0.08728600;-153030157;-0.32313165;-0.35151029;-0.10557075;0.43287307;167278111;114619005;0.28164434;0.29355514;0.92112774
-1163830471;-530519533;708601093;-178067541;298656607;470849609;-504113865;-380978560;0.77288723;382542562;-174582767;161547685;-0.38644528;336553454;-123525953;-259557915;109369493;-101384592;-103397071;275749254;-539502954;247801542;326594329;184884262;-0.88672781;351669860;127047873;-0.61277491;-0.04053164;-0.95339006;-297337437;-0.97986519;-0.99093342;-0.41748101;-0.14975095;-0.43511894;0.92698073;209246969;-103918397;-0.58170134;-164964223;104308677;260565972;-0.94431359;0.39042366;0.13085312;-0.34728014;-0.66323018;0.39851654;0.72993755;-0.30928814;-0.67809606;-0.31762671;-0.77872515;-217788363;0.34652019;-0.99521470;0.44179690;-0.63801938;-134204423;0.55701214;-0.07437092;0.17338932;0.11728452
-636288309;-969883537;420247173;-500516176;158736002;371717930;-922032452;-743925667;-149831820;-172826576;-0.51196361;-0.97618604;281250429;120870829;150525951;118551660;-0.49895370;-0.54786664;-163315308;268518066;-272592115;-165246654;228149533;-0.93271542;-202667284;255285811;128068399;-231676769;0.18743682;-0.23996115;-124002016;0.70526290;124193585;-150420284;-125200009;-0.00984100;-228990221;-0.10008663;0.69555414;-107258999;0.62917483;0.63027656;108164072;0.10278581;-0.70986366;0.16862631;-0.81633341;-238384938;0.13351271;136666548;-168433857;-0.97072470;208678007;-0.98829198;0.45134163;-0.71791857;0.75477409;0.46767908;0.09309757;0.30144179;-0.68278736;0.24435323;134947455;0.62763679
-998077774;-957564545;355204368;-245596457;198741090;111902285;-853940678;-214984608;236440182;0.10363978;-332506895;-155977225;136452496;-0.12475210;-290782118;-292910624;0.72567177;0.43483114;136184251;254026031;-398412085;0.01603603;-103232312;119461441;-0.00152141;-0.86294621;189114892;-102143204;-287882519;-168046594;-0.81461990;0.89382982;-288282990;-0.03779620;-0.57562101;100624597;-0.32664418;-0.04007727;0.12638366;-136580920;-161568904;225256848;235487437;0.48577636;-0.01857984;0.58900106;-195361936;-0.61304283;-0.71867299;-0.22083378;0.69066328;-0.37209994;143558979;0.99295044;0.72775936;0.36147273;-156361294;-0.00564181;0.60662133;-0.17982775;129670942;0.19569415;173470414;0.90828800
-884162807;-1203492451;0.08133119;-283023429;0.56468046;-0.40948021;-1099092865;-422896576;190117240;-118706870;-0.23279381;194768631;104057848;-0.05059534;-150200033;243974423;-0.30827117;0.44219232;275671864;271933222;0.32979292;-180488896;-140559673;-189927793;-0.72160125;0.65518874;129772580;-0.05189401;0.59436393;-0.78095245;0.02665234;136396790;-115268123;-0.12385565;-140429878;-205947948;-0.59602535;-244410396;120910072;0.05329138;-0.87927091;0.79674822;0.09734048;0.95034081;145796013;0.22275677;-0.30521530;0.16165233;-0.68396938;169609582;-176543331;0.44093060;-0.12158990;-110515094;-0.80946368;109671175;-167329311;-247955251;-0.02535409;-0.73533875;0.19810240;-0.59071726;163230336;197874713
-1191278267;-619396019;141785240;0.07626483;0.77946854;-0.91710830;-870622444;417229223;368769979;-235164452;-513348436;0.92993379;0.68548363;0.82582128;-418416882;-207511187;0.80715513;0.79962599;186832762;190470219;-102805519;0.91554523;-0.60964656;191005564;182264555;-0.30177617;182733238;-127471745;-0.94937754;138926303;0.21915865;346324444;-246118164;-0.62976366;-131639600;0.70804799;188166165;0.75712353;129397154;0.40842491;-0.46894187;145292485;139785790;-0.23218741;101305246;-0.00816180;-0.11883171;-0.78522992;-167953277;0.84147787;-104324877;-123464692;138314128;-0.00658655;112943935;-0.08864701;-0.03001976;-0.38082176;0.17871100;103390276;148084700;0.30280024;-0.98382819;0.41515681
-928811264;-817394924;399706650;-240584159;299573088;513630486;-870388317;-575340748;-264426708;0.95215559;-290062237;-187446904;131361973;0.39059550;-0.88399220;186411643;-113299704;-226532507;0.95204830;257519245;-426012897;122385585;112688112;-0.07871842;-232344246;-0.01423800;278397226;-0.67398489;0.18785810;-0.16543758;-100430453;-121375120;0.66796398;-104146886;-0.39874220;-0.99969363;-136272287;-106478858;-124366605;-0.93366051;0.79303205;-0.52678162;0.85678202;0.00155469;-121826851;114261818;0.73840386;-136954808;-0.90236914;-0.68843710;-168741620;100485539;178460526;-0.43632281;-0.77251559;-0.40097332;0.98682559;0.14075819;-0.37252674;107580698;0.32114339;-0.82711124;0.17922121;-0.13290367
-816418934;-965038490;280519056;0.93322957;177754176;0.44236547;-772674561;-0.39405692;0.26154661;-456784678;-369167566;-0.04140091;257522130;-374276423;-344930029;-271615314;120162797;220227575;228613138;272815037;-211353612;0.68215859;0.51745403;147914696;-159790909;0.32307944;173027122;-0.63412666;-0.79915190;-0.60906684;-107639706;189666080;-328006911;-0.78687209;-0.24027634;182267308;-0.01364183;0.16796732;-0.37525547;-0.11624008;-0.62129259;164753306;192931390;0.33466655;0.89232284;0.13153392;-314594436;-0.69143462;-154105663;-0.30335993;0.14972433;-0.60047030;0.07462120;214600515;0.87465286;199966693;0.43170190;0.60528249;-0.29297140;0.41185331;-0.21205990;106250572;-0.26124346;-0.03447560
-1074576378;-740868807;545186949;-196844089;380379248;344424033;-835908890;-576362514;-220498276;-0.15807375;-220152950;0.33838487;126588702;292426682;-0.64811945;154998267;106950140;-228116226;-0.36770213;317045403;-273887682;101408541;280141425;0.55427027;-110921812;0.06426008;201023865;0.84987092;0.37536025;0.17099297;-0.38357961;113657618;0.80095053;0.71715033;0.83302826;-0.58415878;-135735011;-0.07046503;121875215;-0.28152457;-101135826;-117426562;0.17090888;-0.26089659;0.16480345;0.33558288;120168960;-160379291;-0.21145765;0.36891842;-139338207;0.17633748;0.40981412;-0.54175591;-0.07541901;-0.79551780;-0.07221055;-0.85092694;0.93546873;122698510;-0.78025204;-0.65662169;0.14955813;-0.14676154
-1145199966;-978915215;755467558;-0.96608114;155312431;529237175;-281748343;-106882977;306613064;194601297;-199146748;0.59365964;0.28872973;-0.58677232;-116495991;-277749395;-100236118;218642163;0.88748944;0.30725479;-598638868;-149271917;-157624006;344789171;0.40117764;0.97677296;269420099;-0.67309117;-223923302;-0.26487303;-0.82165539;0.95650935;-0.70727873;-0.53222615;-0.23243952;187009311;151208329;105810571;-185225689;-174123323;-0.76217115;0.98799056;295762491;-120012832;-0.23750401;-207038593;-113117146;-150784206;-0.76636016;-0.55543184;130524075;-226964617;-0.34345746;-0.36841416;-0.38497800;-0.35908398;-0.68135619;-0.26367593;0.61899453;-199947345;0.92271739;-0.46484640;-0.79163569;0.30459228
-1213340378;-410176086;722809887;-136406291;188946354;138333559;-446658421;239908075;0.02444363;254937410;-338432646;238317585;-0.84918451;580052805;-140302467;-100168777;0.98965883;-0.34766746;-291943359;258278990;-0.71023816;353360248;457742262;100019813;172169149;0.04243336;328824329;-272459507;-126541758;108749485;-206763363;0.95314813;149319136;0.53376520;-0.36915743;-192070472;299983430;0.61473882;0.17680085;-264436603;-100398302;110422635;-0.03622311;-0.34969020;103330982;223886037;103803599;0.13135314;0.68549544;182646286;-0.10158180;0.36534756;0.79292679;-0.95672679;-0.16256386;-123475575;166796982;135061264;-0.11447573;-0.30986226;0.68164206;-0.76028872;161387527;-0.32270697
-1088815022;-806212616;286829066;-272152352;-0.18872643;-188768530;-802189064;-421618271;137344074;-563317871;-137278748;199797916;0.65170473;186153078;-200119925;-122232223;-126441407;0.36451197;145730531;228231335;-0.56658185;0.09805298;-125041950;152529573;0.26566905;-0.28794992;193138373;-314296675;-358034992;0.08464009;-134632933;249682713;-219025111;-147859979;-0.26227701;0.12333545;-0.26305151;-0.91223127;147471178;-130288267;0.27235293;0.65832436;140506816;-0.35655600;-0.50627077;0.62836188;-115575790;-192720675;-241477609;-0.05732334;-136654747;-0.51092863;295401216;-125351095;0.88890779;0.87087381;-119363737;-0.81718040;-0.08662319;0.41629684;169399011;0.22126746;-0.95274580;-0.72283852
-798252201;-1397709084;265415597;-437357903;0.06600451;0.20314443;-882406425;-739555740;-0.09295750;-307615662;112449813;-0.66679978;262533879;-0.18746245;-0.68570089;290989637;-211674809;0.78831637;0.51600254;0.11229658;0.16886745;-169471979;227175355;-227675605;-367111301;-0.48186713;0.44285285;0.28726912;0.46311760;0.03740668;-112308848;281333447;0.25826997;-0.46586615;0.34127069;-0.41824451;-178061295;0.84778023;0.21914375;0.11052299;-0.14734924;-0.08345254;-0.53573030;0.39176452;117180622;0.05299871;0.54975265;-117228293;-0.27996004;0.44106054;-169534743;0.41107389;0.19153833;-0.73540711;141971087;-0.66758358;-0.46418715;0.80234534;-0.22555280;-102471805;-0.14114870;-102306890;180486834;171955466
-958223343;-474254131;543245411;0.20672151;507507801;519595194;-700265408;151861262;-128460217;-313446784;-323369455;321592617;0.52304476;693261814;-0.92397213;0.35931957;-236237574;-321617723;-287298369;-0.26397038;-103322530;359141827;244254994;0.65190268;135378468;136588001;231678915;-129056144;-141994238;0.37079442;-200153399;107127070;151355505;-118703580;147316229;-350929713;-146523595;-225774360;-0.02200341;-0.34554696;140839076;0.06824625;123609054;-0.30465847;-152939928;0.61548024;0.35419863;-0.42711854;195961714;-0.68446374;116145730;-0.97228742;-0.07897758;-0.09958994;0.13506365;0.64263940;0.74119735;-199522674;182223701;-0.16608423;-0.29052231;220953870;100925970;-199641371
-1000141430;-351149535;361343813;-0.83387697;0.95856011;398311257;-717444515;-0.76570284;-0.06282759;109494901;-402975416;391834760;-0.55275083;241573238;-181671429;-373606825;297997355;-133935106;110500693;302685976;-472153807;287613964;179901493;298351288;180642545;0.58423334;365602779;-187161875;-167493343;-0.61192501;-259525728;0.73664308;-0.42565954;0.02943218;-209913945;-0.35115162;0.76352620;-0.41081661;0.39077485;-0.82416725;-113899601;0.13086201;201332641;-120322001;0.09853125;0.82988352;-110184073;-148822832;-145335650;0.72168291;-0.12326734;-0.86470270;-0.36660838;0.59602690;140047204;-0.05648601;-0.70291400;221792793;0.35231256;-0.91577452;0.62621957;-0.15457001;-0.02465487;-0.49263254
-682198286;-454712486;169955635;0.98311198;215585995;458980560;-971505928;-287814021;-0.72956562;-0.34868133;-483698034;167988658;197065198;0.63474983;-0.84079266;-124606395;321090484;-315895486;352970028;373569059;-313042688;0.68448663;0.49918672;266196775;0.11587423;0.85780329;115121865;-198957050;-255538702;-0.09432757;-271928263;0.00675416;-134600770;-111327004;-0.14651096;-0.36426702;0.09749174;-285102582;127371335;-163877869;-0.79887068;0.22677398;177367640;-118723309;-0.69224346;-0.54742372;-112197495;0.55010819;-0.20642245;0.14573348;-0.38728750;-0.14744633;184623361;0.07526493;0.40825182;195171452;0.19964480;-0.26599467;155361795;0.74503589;0.45548648;0.16745603;0.49611735;-197762370
-687010765;506095219;-437044954;-0.36358744;347791815;738203144;-450882626;-0.87573063;-419511461;0.17673290;367551422;892514706;-299628401;160907376;176368427;0.80133200;0.20248485;-201278782;0.65108836;271964693;0.45293868;257359338;488195229;265785933;0.34409302;0.74628681;139449024;-159245253;-0.94554615;189076483;-0.85008085;0.07301760;-0.13219461;-136863279;236219358;-126921916;120156026;-0.49042648;-0.11231387;116988873;0.06302214;-0.22077934;144736719;-209465456;-281792402;0.40125370;203919482;-0.93340039;0.06600240;0.21354187;0.07399431;-139957380;-0.22796440;-0.06170285;-0.39290947;-235839772;114149141;0.23710449;-0.02962935;-126532626;216451883;0.57613719;-0.22093940;-0.87315303
-481671143;-665811634;-367707157;196992731;-185824835;-248586607;-965284061;-591962624;425286150;0.25380260;0.25405216;-172099519;673071194;137537730;0.24123740;294362164;164794874;483951855;-0.26864898;326431179;-178460383;-499088335;-0.03370705;0.04524589;-162863755;0.84281152;170832002;0.40951169;160868669;-106185603;170095682;0.38744283;-270398116;0.59859490;0.26769310;-175891864;0.31135297;-121855640;-0.84058034;-113190806;-0.62468809;-0.75627482;-0.45332858;297391486;0.79961383;151446676;-165957320;-0.33632159;-0.26298073;139205611;-0.93570125;230237532;-0.56523943;-0.90996003;0.41842932;-0.65819991;-137009335;-0.80249929;0.41842169;149794924;0.63471895;-0.23383826;-137318027;0.93226194
-910095978;-1091992188;532720232;-407363224;132987845;0.04445481;-892614651;-676770782;-0.33162308;-418187046;0.08870292;164339089;244681478;269567037;-185161114;366247940;-166461825;-0.12679058;0.47505391;227057171;-0.52427566;-0.51982969;179921389;-0.08748651;-0.17672586;-0.44050640;183008945;-133302021;-0.04235983;-171704412;-158702886;192567730;150511754;-0.38308412;-0.04302299;-154350412;-142302799;0.46396345;0.75592023;118959451;-0.18869948;0.30590138;0.39767671;-0.65536451;-0.94875824;0.04994653;0.49848682;-143049598;0.02162710;0.65885592;-191513586;0.68263716;146027839;-0.19874978;0.21668452;-117325485;0.29266930;-159511757;-0.30118147;-132882082;-0.88839966;-0.86921966;0.98694575;0.45789382
-713155222;-658524847;498613358;-217874217;334739304;479187012;-883102322;-838235855;-346946573;291671038;-0.06388402;0.96490407;125362563;165310705;218451309;326163983;226633143;-117631555;-0.24061881;376811790;-366256809;-0.86888450;334872985;-0.54112840;0.01065177;105682790;-0.05064178;-0.39627755;0.63848948;-0.40380061;-117338932;-0.01397800;-172813368;-128882217;0.34779614;-128750598;-0.38091588;-0.65440315;121789277;-105449498;-0.92916405;-0.40642685;0.62516868;-0.18041877;0.46946591;121345234;0.82604396;-0.54142547;0.76335418;-0.22982445;-186224651;0.22850099;0.57797360;-0.70774627;-0.01656431;-0.42653805;-0.32978868;-0.83581626;-0.37647954;139024842;-0.75636834;-100346327;0.29560924;-213083243
-1124521160;-903425217;871807766;-271682668;197557914;-0.48720908;-413074017;0.42861450;373081732;-114194524;-391072130;147550440;123848486;0.76877350;-246880293;-164843416;0.57994938;107762861;-0.02500325;0.74922633;-208446455;0.30147427;-0.93385196;355400896;136717105;-0.83983785;126918578;-0.48336363;-410731459;-0.07782376;0.35980248;253393602;-285199165;-112315536;0.54610646;0.45137644;192814708;250038886;-0.76610315;-225103831;-0.63043511;0.05699149;227612829;-0.25502747;0.20072079;-135907090;-143142831;-163478065;-154786468;125685954;-0.34549153;-136407733;0.40697384;-0.73421741;-0.08067387;-0.32210985;0.57088089;111570072;0.83431250;0.03414381;0.74581361;168570900;0.00962210;0.63278598
-953936386;-976366615;276309061;0.34934881;204262495;324300957;-1038700485;-257466316;0.20572615;-345424008;-261280870;-128401303;130748427;-187108827;-265649414;222393703;-0.77636039;-112160945;189795399;178805161;-131894684;-111263967;400265169;-0.20051575;-269377899;-0.24454385;151009715;0.12559843;129564595;-0.16281331;-0.19050968;326167488;0.01347348;-0.41125804;0.07355410;-0.58255827;-198095131;-0.16352504;0.68025255;0.63594127;0.49170232;0.33526948;0.79497731;0.28301835;0.37116116;-187469077;-151035345;-0.70521379;-0.90441042;0.25922740;-169391131;-0.40417743;0.32412791;-241134191;0.15780872;0.90744984;110918665;-175692189;-0.79395270;0.15763259;-0.35762569;0.75422972;106069505;0.21565124
